date,stationId,code,value
2023-02-02 16:00:00.000000 UTC,37917495,PM2.5,165.33333333333334
2024-04-17 13:00:00.000000 UTC,39168240,PM2.5,20.0
2023-01-30 00:00:00.000000 UTC,609935ddc9348052e0c5da73,PM2.5,210.0
2023-01-19 22:00:00.000000 UTC,609935dec9348052e0c5dadd,PM2.5,256.0
2023-04-21 13:00:00.000000 UTC,60ec151f3fdcd35938ff8aa8,PM2.5,37.0
2023-04-14 18:00:00.000000 UTC,60ec151f3fdcd35938ff8b18,PM2.5,60.0
2023-05-12 03:00:00.000000 UTC,60ec15213fdcd35938ff8cc6,PM2.5,52.0
2023-04-09 18:00:00.000000 UTC,60ec15223fdcd35938ff8cec,PM2.5,56.0
2023-03-20 12:00:00.000000 UTC,60ec15233fdcd35938ff8de8,PM2.5,80.0
2022-02-15 14:00:00.000000 UTC,k25,PMtot,0.0067845
2022-09-30 03:00:00.000000 UTC,k25,PMtot,0.0008879999999999
2022-02-12 09:00:00.000000 UTC,k56,PMtot,156.95411401515153
2022-10-26 17:00:00.000000 UTC,k57,PMtot,0.0011325
2023-06-23 09:00:00.000000 UTC,k57,PMtot,0.0012542777777777
2024-02-20 19:00:00.000000 UTC,k58,PMtot,65.37859520202021
2022-11-20 16:00:00.000000 UTC,k58,PMtot,389.98452083333336
2023-07-27 21:00:00.000000 UTC,k25,PM10,19.72405555555556
2023-01-16 12:00:00.000000 UTC,k26,PM10,102.08827777777778
2023-12-02 21:00:00.000000 UTC,k27,PM10,4.946333333333333
2022-09-18 23:00:00.000000 UTC,k28,PM10,0.6174999999999999
2023-08-15 17:00:00.000000 UTC,k56,PM10,19.020307954545455
2023-04-18 07:00:00.000000 UTC,k59,PM10,3.999333333333333
2022-08-12 05:00:00.000000 UTC,k60,PM10,13.022666666666668
2023-10-18 14:00:00.000000 UTC,k60,PM10,27.541166666666665
2020-12-22 01:00:00.000000 UTC,s2,PM2.5,125.8
2021-05-11 04:00:00.000000 UTC,s7,PM2.5,6.05
2020-08-31 07:00:00.000000 UTC,s7,PM2.5,9.85
2022-08-27 20:00:00.000000 UTC,k25,PM2.5,1.06
2021-07-06 05:00:00.000000 UTC,k26,PM2.5,22.481
2020-10-05 20:00:00.000000 UTC,k26,PM2.5,45.0
2021-08-20 23:00:00.000000 UTC,k26,PM2.5,56.907
2022-02-21 02:00:00.000000 UTC,k27,PM2.5,2.3075
2024-04-09 10:00:00.000000 UTC,k27,PM2.5,9.949555555555555
2021-01-30 04:00:00.000000 UTC,k28,PM2.5,215.0
2022-03-22 22:00:00.000000 UTC,k55,PM2.5,14.88912146464647
2021-06-02 22:00:00.000000 UTC,k56,PM2.5,10.434544318181818
2020-11-24 07:00:00.000000 UTC,k56,PM2.5,130.0
2022-05-10 13:00:00.000000 UTC,k56,PM2.5,10.180355303030304
2021-09-29 01:00:00.000000 UTC,k56,PM2.5,52.00000000000002
2023-12-30 05:00:00.000000 UTC,k57,PM2.5,0.8168888888888887
2024-03-08 18:00:00.000000 UTC,k57,PM2.5,1.1342222222222225
2023-04-18 15:00:00.000000 UTC,k58,PM2.5,9.504202651515154
2022-02-19 09:00:00.000000 UTC,k58,PM2.5,167.1083056818182
2022-05-27 06:00:00.000000 UTC,k58,PM2.5,36.17178709478507
2021-07-27 05:00:00.000000 UTC,k58,PM2.5,15.397154763753989
2024-01-07 03:00:00.000000 UTC,k59,PM2.5,2.397
2024-03-07 09:00:00.000000 UTC,k59,PM2.5,28.185
2021-02-03 06:00:00.000000 UTC,k59,PM2.5,102.0
2020-08-04 16:00:00.000000 UTC,k59,PM2.5,9.0
