date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,cloud_cover,wind_speed_10m,wind_speed_100m
2023-01-01 00:00:00+00:00,34.9,24.4,816.0,88.85,134.6,0.0,-3.5275,95.60787,-4.1275,0.1,100.0,0.82462114,1.6278821
2023-01-01 01:00:00+00:00,29.7,20.8,936.0,86.7,138.05,0.0,-4.1775002,94.86562,-4.8775,0.0,100.0,1.2206556,2.8178005
2023-01-01 02:00:00+00:00,32.6,22.8,1105.0,83.65,142.9,0.0,-5.8275,96.25749,-6.3275,0.0,100.0,1.6401219,3.1906114
2023-01-01 03:00:00+00:00,41.2,28.8,1244.0,79.9,144.8,1.0,-7.2775,96.95935,-7.6775,0.0,100.0,2.2825425,3.3600597
2023-01-01 04:00:00+00:00,52.0,36.4,1199.0,78.55,138.4,6.0,-5.0775,95.18908,-5.7275,0.0,100.0,1.1401755,3.3837848
2023-01-01 05:00:00+00:00,75.4,52.7,1080.0,77.65,128.0,12.0,-4.4775,95.57358,-5.0775,0.0,100.0,1.6970563,2.9410884
2023-01-01 06:00:00+00:00,46.1,32.2,935.0,74.65,118.05,23.0,-4.0775,93.447655,-4.9775,0.0,100.0,1.5811388,2.1931713
2023-01-01 07:00:00+00:00,40.3,28.2,863.0,66.85,116.45,36.0,-3.8274999,94.52365,-4.5775,0.0,100.0,1.6492423,1.8384775
2023-01-01 08:00:00+00:00,42.6,29.7,803.0,56.75,117.95,51.0,-3.6775,94.53032,-4.4275,0.0,100.0,1.5297059,1.8384775
2023-01-01 09:00:00+00:00,45.4,31.8,825.0,54.15,126.45,60.0,-3.7275,94.17295,-4.5275,0.0,100.0,1.0,1.3038405
2023-01-01 10:00:00+00:00,54.2,38.0,981.0,70.25,141.65,47.0,-3.8274999,93.81398,-4.6775,0.0,69.3,0.7,0.98994946
2023-01-01 11:00:00+00:00,72.2,50.4,1217.0,95.75,162.1,24.0,-3.4775,91.0475,-4.7275,0.0,61.5,0.41231057,0.60827625
2023-01-01 12:00:00+00:00,82.2,57.5,1470.0,134.4,177.0,1.0,-4.0775,92.74373,-5.0775,0.0,100.0,1.5811387,1.603122
2023-01-01 13:00:00+00:00,78.9,55.3,1544.0,130.7,177.05,1.0,-3.4775,91.73653,-4.6275,0.0,91.799995,1.0816654,1.0
2023-01-01 14:00:00+00:00,79.2,55.3,1648.0,125.35,177.1,0.0,-3.0275,85.74854,-5.0775,0.0,69.899994,0.4,0.3
2023-01-01 15:00:00+00:00,81.5,56.9,1731.0,118.9,176.05,0.0,-2.8775,81.02594,-5.6775,0.0,19.8,0.2,0.5830952
2023-01-01 16:00:00+00:00,80.3,56.2,1716.0,115.7,174.6,0.0,-2.9775,75.34016,-6.7275,0.0,17.4,0.8062258,0.7
2023-01-01 17:00:00+00:00,75.4,52.7,1659.0,113.2,172.45,0.0,-3.2275,67.04584,-8.4775,0.0,18.6,1.2,0.89442724
2023-01-01 18:00:00+00:00,68.2,47.7,1522.0,110.1,166.2,0.0,-3.3775,56.58337,-10.7775,0.0,10.799999,1.104536,1.0630146
2023-01-01 19:00:00+00:00,58.6,41.0,1353.0,108.25,157.1,0.0,-3.4775,51.59282,-12.0275,0.0,17.1,1.4764823,1.3453624
2023-01-01 20:00:00+00:00,49.8,34.8,1138.0,106.7,145.3,0.0,-3.5275,50.349026,-12.3775,0.0,26.099998,1.6124516,1.4866068
2023-01-01 21:00:00+00:00,43.3,30.3,888.0,102.85,130.05,1.0,-3.9275,53.144753,-12.0775,0.0,35.1,1.6401219,1.7
2023-01-01 22:00:00+00:00,38.3,26.8,748.0,96.55,119.2,6.0,-4.4275,53.646164,-12.4275,0.0,45.0,1.0049876,1.118034
2023-01-01 23:00:00+00:00,34.6,24.2,635.0,88.55,108.55,12.0,-4.6775,56.679546,-11.9775,0.0,69.6,0.8544004,0.42426407
2023-01-02 00:00:00+00:00,43.2,30.2,734.0,69.6,143.4,31.0,-5.5775,65.45956,-11.0275,0.0,72.0,0.5830952,1.0198039
2023-01-02 01:00:00+00:00,41.1,28.8,909.0,74.8,148.2,24.0,-7.3775,64.76826,-12.8775,0.0,88.8,1.3038405,1.8027756
2023-01-02 02:00:00+00:00,42.7,29.9,1158.0,82.35,155.15,15.0,-4.9275,50.343822,-13.6775,0.0,96.0,0.56568545,0.8544004
2023-01-02 03:00:00+00:00,46.9,32.8,1457.0,93.45,164.85,9.0,-4.4775,46.337814,-14.2775,0.0,100.0,1.0816654,0.8062258
2023-01-02 04:00:00+00:00,54.0,37.8,1625.0,102.65,173.75,16.0,-7.0775,65.10257,-12.5275,0.0,100.0,3.2449963,2.8319604
2023-01-02 05:00:00+00:00,76.4,53.6,1767.0,112.6,183.35,28.0,-5.5775,65.45956,-11.0275,0.0,100.0,2.236068,3.3837848
2023-01-02 06:00:00+00:00,95.5,66.8,1833.0,123.15,187.45,41.0,-5.8275,76.006424,-9.3775,0.0,100.0,2.1633308,2.8319604
2023-01-02 07:00:00+00:00,104.5,73.1,1691.0,125.85,174.45,45.0,-5.4275,82.23687,-7.9775,0.0,100.0,1.2806249,1.9697715
2023-01-02 08:00:00+00:00,97.1,68.0,1443.0,126.05,153.4,47.0,-5.0275,83.24981,-7.4275,0.0,100.0,0.50990194,1.5132746
2023-01-02 09:00:00+00:00,99.0,69.4,1270.0,130.6,140.5,43.0,-4.1275,84.65074,-6.3275,0.0,100.0,0.28284273,1.6492423
2023-01-02 10:00:00+00:00,117.6,82.4,1417.0,143.15,157.1,32.0,-2.6775,66.13598,-8.127501,0.0,100.0,0.44721362,1.6278821
2023-01-02 11:00:00+00:00,126.2,88.5,1700.0,159.95,186.8,16.0,-1.9775,58.090816,-9.1275,0.0,68.1,1.0198039,2.5079873
2023-01-02 12:00:00+00:00,139.7,98.0,2317.0,189.6,227.9,6.0,-1.4775,50.94752,-10.3275,0.0,92.100006,0.36055514,1.0816654
2023-01-02 13:00:00+00:00,130.9,91.7,2397.0,182.55,231.3,4.0,-0.9275,42.908447,-11.9775,0.0,62.7,0.4,0.98488575
2023-01-02 14:00:00+00:00,127.6,89.2,2508.0,172.4,236.05,2.0,-2.5774999,45.793293,-12.6775,0.0,59.4,1.2,0.31622776
2023-01-02 15:00:00+00:00,128.5,89.9,2579.0,158.6,238.6,0.0,-1.7275,40.969627,-13.2775,0.0,57.600002,0.50990194,0.56568545
2023-01-02 16:00:00+00:00,122.5,85.7,2533.0,149.4,236.3,0.0,-1.7275,39.98308,-13.5775,0.0,50.4,0.53851646,0.60827625
2023-01-02 17:00:00+00:00,113.9,79.6,2429.0,140.3,231.3,0.0,-2.2775,40.798553,-13.8275,0.0,20.400002,0.60827625,0.36055514
2023-01-02 18:00:00+00:00,101.7,71.2,2199.0,129.05,217.85,0.0,-2.4775,38.942577,-14.5775,0.0,0.6,0.3,0.60827625
2023-01-02 19:00:00+00:00,87.1,60.8,1916.0,122.35,198.7,1.0,-2.6275,36.412334,-15.5275,0.0,6.9,0.44721362,0.6708204
2023-01-02 20:00:00+00:00,73.6,51.6,1563.0,116.5,174.15,1.0,-1.7774999,30.818586,-16.7775,0.0,0.9,0.5,0.7615773
2023-01-02 21:00:00+00:00,61.7,43.2,1166.0,106.6,146.45,6.0,-1.2275,27.212896,-17.7775,0.0,2.6999998,0.8062258,0.14142136
2023-01-02 22:00:00+00:00,54.1,37.8,973.0,93.95,133.55,16.0,-1.3774999,27.052732,-17.9775,0.0,3.6,1.6278821,1.9209373
2023-01-02 23:00:00+00:00,50.6,35.4,836.0,78.95,124.7,29.0,-4.4775,34.20421,-17.927502,0.0,18.900002,2.5019991,2.8319604
2023-01-03 00:00:00+00:00,50.6,35.4,888.0,62.6,161.6,40.0,-3.7275,34.731792,-17.077501,0.0,23.1,1.9416487,3.0
2023-01-03 01:00:00+00:00,47.5,33.2,1020.0,69.15,161.45,32.0,-4.4275,37.851265,-16.677502,0.0,69.3,0.5830952,0.9433981
2023-01-03 02:00:00+00:00,51.2,35.7,1209.0,78.55,161.3,21.0,-2.8775,29.089163,-18.427502,0.0,87.600006,1.0,1.4866068
2023-01-03 03:00:00+00:00,58.6,41.0,1467.0,90.85,162.6,12.0,-7.9775,48.00399,-17.077501,0.0,70.8,1.4142135,1.7262677
2023-01-03 04:00:00+00:00,69.2,48.4,1679.0,99.4,167.9,17.0,-3.2275,53.344402,-11.3775,0.0,90.00001,1.1313709,2.0
2023-01-03 05:00:00+00:00,88.5,61.9,1901.0,107.8,175.05,27.0,-1.1775,64.9659,-6.9275,0.0,89.4,1.3453624,3.8587563
2023-01-03 06:00:00+00:00,104.3,73.1,2030.0,113.95,175.55,39.0,1.5725,47.96285,-8.2775,0.0,90.00001,1.2206556,2.0880613
2023-01-03 07:00:00+00:00,89.2,62.4,1860.0,110.45,159.55,44.0,-0.1275,69.293396,-5.0775,0.0,76.200005,1.9646883,2.7730849
2023-01-03 08:00:00+00:00,89.2,62.4,1549.0,102.6,135.45,48.0,-0.4275,72.171616,-4.8275,0.0,90.90001,2.1023796,3.8275316
2023-01-03 09:00:00+00:00,83.1,58.1,1267.0,97.6,115.6,46.0,-0.77750003,80.41574,-3.7275,0.0,89.4,1.0,1.3038404
2023-01-03 10:00:00+00:00,72.6,50.8,1303.0,104.75,121.4,35.0,-2.5275,88.75635,-4.1275,0.0,92.700005,1.2083046,1.8248286
2023-01-03 11:00:00+00:00,80.1,56.0,1456.0,116.95,137.65,18.0,-0.32750002,72.73752,-4.6275,0.0,93.0,0.28284273,1.3341664
2023-01-03 12:00:00+00:00,120.6,84.3,2046.0,145.05,187.85,1.0,0.5725,54.832184,-7.4775,0.0,89.4,1.7720045,2.9154758
2023-01-03 13:00:00+00:00,114.8,80.3,2187.0,142.5,197.5,0.0,-0.1275,58.35353,-7.3275,0.0,90.00001,0.5830952,1.1313709
2023-01-03 14:00:00+00:00,112.5,78.5,2387.0,138.75,211.2,0.0,-0.47750002,61.021046,-7.0775,0.0,90.00001,1.5033296,1.9235384
2023-01-03 15:00:00+00:00,119.7,83.8,2558.0,132.0,224.5,0.0,-1.7275,69.2173,-6.6275,0.0,90.00001,1.3000001,1.5652475
2023-01-03 16:00:00+00:00,117.6,82.2,2549.0,125.1,227.65,2.0,-4.0275,80.24201,-6.9275,0.0,90.00001,2.1400933,2.4186773
2023-01-03 17:00:00+00:00,110.6,77.3,2465.0,116.95,227.1,6.0,-5.3275,81.932465,-7.9275,0.0,88.8,1.8027756,1.8973665
2023-01-03 18:00:00+00:00,95.2,66.6,2261.0,106.1,218.0,12.0,-3.8775,69.022896,-8.7275,0.0,89.4,1.5132746,2.4166093
2023-01-03 19:00:00+00:00,75.7,52.9,2013.0,98.15,201.6,19.0,-7.0775,81.68839,-9.6775,0.0,86.4,2.0223749,3.224903
2023-01-03 20:00:00+00:00,68.5,47.7,1697.0,90.2,178.95,28.0,-3.4275,71.02318,-7.9275,0.3,98.7,2.184033,5.0
2023-01-03 21:00:00+00:00,68.0,47.5,1314.0,81.8,149.8,36.0,-2.6275,81.988785,-5.2775,1.7,100.0,1.8867962,5.239275
2023-01-03 22:00:00+00:00,65.4,45.6,1081.0,78.3,130.3,37.0,-0.6775,86.96607,-2.5774999,2.1,100.0,3.3301651,7.077429
2023-01-03 23:00:00+00:00,46.7,32.6,875.0,76.45,111.65,36.0,-0.47750002,85.07504,-2.6775,0.8,100.0,3.4999998,6.9426217
2023-01-04 00:00:00+00:00,56.9,39.8,1224.0,78.8,147.2,38.0,-1.3774999,89.852875,-2.8274999,0.7,100.0,2.2627418,4.2190046
2023-01-04 01:00:00+00:00,45.4,31.7,1303.0,82.8,147.2,30.0,-1.5274999,92.54753,-2.5774999,2.2,100.0,1.0630146,1.4035668
2023-01-04 02:00:00+00:00,41.2,28.8,1416.0,88.45,147.3,18.0,-1.7275,92.192856,-2.8274999,2.5,100.0,0.94868326,0.36055514
2023-01-04 03:00:00+00:00,53.4,37.4,1568.0,93.6,151.0,8.0,-2.1275,90.80393,-3.4275,2.8,88.8,1.6552945,3.4525354
2023-01-04 04:00:00+00:00,56.3,39.5,1690.0,94.0,160.55,8.0,-1.1274999,88.22193,-2.8274999,0.6,100.0,2.184033,2.630589
2023-01-04 05:00:00+00:00,66.6,46.6,1817.0,92.5,173.5,11.0,-0.2775,81.69533,-3.0275,0.0,100.0,2.4413111,3.6400552
2023-01-04 06:00:00+00:00,89.2,62.4,1882.0,87.7,182.5,21.0,-0.3775,81.681625,-3.1275,0.0,100.0,2.418677,3.2015622
2023-01-04 07:00:00+00:00,71.5,49.9,1751.0,78.5,173.15,36.0,-0.2275,79.89825,-3.2775,0.0,93.600006,2.6907248,3.676955
2023-01-04 08:00:00+00:00,76.1,53.3,1528.0,66.55,156.15,56.0,-0.52750003,81.66106,-3.2775,0.0,90.00001,2.828427,4.527693
2023-01-04 09:00:00+00:00,79.2,55.3,1376.0,61.45,145.75,71.0,-0.5775,83.188614,-3.0774999,0.0,89.4,2.6907248,4.3416586
2023-01-04 10:00:00+00:00,88.0,61.5,1511.0,75.95,159.5,64.0,-1.1775,82.802,-3.7275,0.0,90.90001,2.385372,4.4777226
2023-01-04 11:00:00+00:00,101.5,71.0,1771.0,99.85,183.95,47.0,-1.2774999,80.94822,-4.1275,0.0,90.00001,2.6627054,5.0
2023-01-04 12:00:00+00:00,111.5,78.0,2084.0,138.6,220.65,16.0,-1.5274999,80.004395,-4.5275,0.0,90.00001,2.624881,4.7201695
2023-01-04 13:00:00+00:00,117.6,82.2,2156.0,132.9,221.05,17.0,-0.2275,73.30644,-4.4275,0.0,90.00001,2.942788,5.280152
2023-01-04 14:00:00+00:00,107.3,75.0,2256.0,124.7,221.4,17.0,0.3225,66.31314,-5.2275,0.0,90.00001,2.9410882,5.6938567
2023-01-04 15:00:00+00:00,99.0,69.2,2272.0,113.95,214.55,18.0,0.82249993,65.18402,-4.9775,0.0,90.00001,2.996665,6.129437
2023-01-04 16:00:00+00:00,88.2,61.7,2116.0,107.4,199.45,17.0,0.92249995,68.47876,-4.2275,0.0,90.00001,3.0528674,6.3411355
2023-01-04 17:00:00+00:00,73.6,51.5,1866.0,101.25,178.65,16.0,1.0225,71.380005,-3.5774999,0.0,90.00001,3.1622775,6.4031243
2023-01-04 18:00:00+00:00,59.3,41.4,1512.0,93.3,151.15,16.0,-0.32750002,75.24174,-4.1775002,0.0,90.00001,2.0615528,4.2801867
2023-01-04 19:00:00+00:00,46.1,32.2,1253.0,87.3,132.95,18.0,0.82249993,65.18402,-4.9775,0.0,85.200005,1.6552945,3.4132097
2023-01-04 20:00:00+00:00,37.3,26.1,982.0,81.45,115.35,21.0,1.2225001,61.679787,-5.3275,0.0,82.200005,1.6643317,3.7443287
2023-01-04 21:00:00+00:00,31.8,22.2,691.0,74.2,96.45,25.0,0.3225,65.56353,-5.3775,0.0,77.100006,2.0248458,4.5793014
2023-01-04 22:00:00+00:00,27.4,19.2,552.0,68.2,87.15,29.0,1.9725001,53.75845,-6.4275,0.0,78.0,1.7088008,4.204759
2023-01-04 23:00:00+00:00,24.3,17.0,462.0,62.25,81.1,33.0,3.2225,49.00549,-6.4775,0.0,57.9,1.6401219,3.8013155
2023-01-05 00:00:00+00:00,32.8,23.0,583.0,56.25,96.3,35.0,2.7725,54.185028,-5.5775,0.0,37.5,2.5942245,2.9681644
2023-01-05 01:00:00+00:00,32.4,22.6,738.0,63.3,102.3,26.0,3.1225,51.274323,-5.9775,0.0,32.100002,1.7088008,1.4866068
2023-01-05 02:00:00+00:00,38.1,26.6,959.0,73.3,110.75,14.0,3.2725,47.906197,-6.7275,0.0,30.900002,1.7,1.8867962
2023-01-05 03:00:00+00:00,46.1,32.2,1188.0,83.05,119.8,6.0,3.2225,45.030487,-7.5775,0.0,27.0,2.0223749,2.7202942
2023-01-05 04:00:00+00:00,54.8,38.3,1227.0,83.45,121.05,13.0,3.0225,44.279453,-7.9775,0.0,27.0,1.8439089,2.385372
2023-01-05 05:00:00+00:00,65.4,45.8,1205.0,80.6,119.9,26.0,2.1725001,49.077675,-7.4275,0.0,29.699999,2.280351,2.5495098
2023-01-05 06:00:00+00:00,77.3,54.1,1209.0,78.45,122.45,49.0,-0.6275,70.512535,-5.3275,0.0,30.599998,2.5,2.6172504
2023-01-05 07:00:00+00:00,89.4,62.6,1283.0,79.7,130.55,73.0,0.12249999,72.27903,-4.2775,0.0,23.4,1.7691805,3.448188
2023-01-05 08:00:00+00:00,99.7,69.6,1387.0,82.3,141.9,101.0,-0.52750003,79.55581,-3.6275,0.0,27.9,1.8867962,2.9614186
2023-01-05 09:00:00+00:00,122.5,85.7,1555.0,90.5,159.45,120.0,2.0725,65.22745,-3.7775,0.0,29.4,1.2041595,2.0
2023-01-05 10:00:00+00:00,135.0,94.5,1722.0,103.8,176.05,108.0,2.2725,64.545654,-3.7275,0.0,39.9,1.2529964,0.781025
2023-01-05 11:00:00+00:00,143.9,100.8,1915.0,121.1,194.75,81.0,-0.2775,69.788025,-5.1275,0.0,53.4,2.9681644,1.8973665
2023-01-05 12:00:00+00:00,98.5,68.9,1504.0,143.15,145.75,7.0,-2.7275,82.91241,-5.2275,0.0,79.2,2.84605,4.022437
2023-01-05 13:00:00+00:00,89.4,62.6,1513.0,136.05,145.0,5.0,-2.8274999,78.3036,-6.0775,0.0,81.0,2.4020824,4.3863425
2023-01-05 14:00:00+00:00,82.7,57.7,1525.0,126.0,143.9,3.0,-3.1775,77.058044,-6.6275,0.0,82.8,1.7262677,2.118962
2023-01-05 15:00:00+00:00,78.2,54.7,1513.0,115.0,141.7,0.0,-1.9775,66.809906,-7.3275,0.0,70.799995,1.6401219,2.302173
2023-01-05 16:00:00+00:00,72.4,50.6,1470.0,111.85,139.35,0.0,-1.2774999,58.503498,-8.3775,0.0,65.4,2.280351,4.0816665
2023-01-05 17:00:00+00:00,66.4,46.3,1405.0,110.9,136.55,0.0,0.5225,47.840107,-9.2775,0.0,55.8,2.0518284,2.0248458
2023-01-05 18:00:00+00:00,61.7,43.2,1301.0,109.1,132.45,1.0,3.8725,34.284603,-10.4775,0.0,50.4,0.6708204,0.9055385
2023-01-05 19:00:00+00:00,58.1,40.6,1206.0,106.05,129.1,4.0,3.9724998,33.112507,-10.8275,0.0,49.800003,1.3038405,0.92195445
2023-01-05 20:00:00+00:00,53.3,37.3,1098.0,102.35,125.55,8.0,2.8725,35.07894,-11.0775,0.0,52.5,2.0124612,1.6763055
2023-01-05 21:00:00+00:00,48.9,34.1,965.0,95.85,121.35,15.0,4.1725,30.147394,-11.8275,0.0,50.7,2.3430748,1.6124516
2023-01-05 22:00:00+00:00,45.2,31.7,853.0,87.65,117.65,22.0,4.5225,28.833776,-12.0775,0.0,93.9,1.8027756,1.0816654
2023-01-05 23:00:00+00:00,40.9,28.6,742.0,77.8,114.05,30.0,3.8725,31.411116,-11.5775,0.0,64.8,0.9055385,0.7
2023-01-06 00:00:00+00:00,35.6,24.9,649.0,61.9,125.4,32.0,3.1225,29.469427,-13.0275,0.0,95.4,2.34094,2.109502
2023-01-06 01:00:00+00:00,36.3,25.4,842.0,68.75,133.95,26.0,2.4225001,29.980139,-13.4275,0.0,79.5,2.0223749,1.6124516
2023-01-06 02:00:00+00:00,43.2,30.2,1120.0,78.6,146.15,18.0,4.3725,24.377863,-14.2775,0.0,77.4,2.2135942,2.0248458
2023-01-06 03:00:00+00:00,56.1,39.2,1498.0,93.5,162.45,11.0,7.2725,19.703638,-14.4275,0.0,66.0,1.2165525,1.118034
2023-01-06 04:00:00+00:00,74.7,52.3,1759.0,104.9,171.95,13.0,4.8725,27.689274,-12.2775,0.0,81.00001,2.059126,0.86023253
2023-01-06 05:00:00+00:00,96.6,67.5,2020.0,117.2,180.85,19.0,7.9224997,24.316336,-11.2775,0.0,67.200005,1.6763055,1.0
2023-01-06 06:00:00+00:00,120.6,84.5,2317.0,135.45,195.1,28.0,7.9224997,26.325916,-10.2775,0.0,61.200005,0.98488575,1.5297059
2023-01-06 07:00:00+00:00,148.1,103.4,2463.0,151.35,209.55,37.0,7.2225,29.992298,-9.2275,0.0,86.700005,1.6278821,2.236068
2023-01-06 08:00:00+00:00,179.7,125.7,2567.0,168.7,226.0,47.0,7.8725004,29.030462,-9.0775,0.0,52.800003,0.98488575,2.0099752
2023-01-06 09:00:00+00:00,190.0,132.7,2728.0,190.8,247.5,51.0,8.3725,26.982327,-9.5775,0.0,80.700005,0.92195445,1.8867962
2023-01-06 10:00:00+00:00,208.6,146.2,2938.0,208.2,265.25,40.0,6.7725,35.168625,-7.5775,0.0,90.600006,1.360147,1.6552945
2023-01-06 11:00:00+00:00,219.8,153.7,3180.0,225.5,283.4,20.0,6.8725,35.471592,-7.3775,0.0,100.0,0.92195445,1.4866068
2023-01-06 12:00:00+00:00,210.0,147.1,3369.0,237.1,290.65,1.0,7.9224997,31.642403,-7.9275,0.0,100.0,0.5,1.6278821
2023-01-06 13:00:00+00:00,185.3,129.9,3299.0,223.85,278.65,1.0,7.2225,34.631405,-7.3775,0.0,89.4,1.2041595,0.36055514
2023-01-06 14:00:00+00:00,174.6,122.5,3194.0,204.75,261.25,0.0,4.5225,47.542328,-5.6775,0.0,90.00001,1.8439089,1.7888545
2023-01-06 15:00:00+00:00,155.1,108.5,2937.0,177.8,232.55,0.0,5.9725,44.986732,-5.0775,0.0,89.700005,1.5231546,1.3928387
2023-01-06 16:00:00+00:00,125.3,87.5,2596.0,157.9,205.4,0.0,2.0725,65.471886,-3.7275,0.0,98.7,2.1400933,2.2022715
2023-01-06 17:00:00+00:00,100.4,70.1,2164.0,137.25,174.15,0.0,2.2225,70.0441,-2.6775,0.0,100.0,2.236068,2.9832866
2023-01-06 18:00:00+00:00,80.1,55.8,1619.0,113.35,137.05,0.0,5.8725,59.89257,-1.3275,0.0,100.0,1.104536,1.3416408
2023-01-06 19:00:00+00:00,61.7,42.8,1280.0,99.95,116.35,1.0,2.4725,76.01079,-1.3275,0.0,100.0,1.8973665,2.3086793
2023-01-06 20:00:00+00:00,47.6,32.8,968.0,89.2,99.25,1.0,2.2225,78.516685,-1.1274999,0.0,100.0,2.0880613,3.9623227
2023-01-06 21:00:00+00:00,37.8,26.0,638.0,78.3,81.65,3.0,2.6225,78.578926,-0.7275,0.0,100.0,2.1213202,5.346027
2023-01-06 22:00:00+00:00,30.9,21.2,464.0,72.5,72.2,5.0,2.6725001,80.32274,-0.3775,0.0,100.0,2.1213202,5.2469034
2023-01-06 23:00:00+00:00,27.0,18.5,347.0,68.9,66.05,7.0,2.1225,84.13599,-0.2775,0.0,100.0,2.3194828,4.031129
2023-01-07 00:00:00+00:00,29.5,20.3,406.0,77.5,74.4,1.0,1.2725,84.65134,-1.0275,0.0,100.0,2.3323808,3.5805027
2023-01-07 01:00:00+00:00,25.3,17.4,493.0,76.35,75.35,1.0,-0.4275,86.03126,-2.4775,0.0,88.8,2.5612497,3.720215
2023-01-07 02:00:00+00:00,29.5,20.3,617.0,74.7,76.75,2.0,-0.2275,82.617615,-2.8274999,0.0,74.4,2.280351,3.11127
2023-01-07 03:00:00+00:00,37.7,26.1,765.0,72.85,79.9,6.0,1.7725,76.17082,-1.9775,0.0,55.5,1.421267,1.9209373
2023-01-07 04:00:00+00:00,46.4,32.2,840.0,72.2,84.15,13.0,2.6725001,70.13635,-2.2275,0.0,29.1,1.6,2.0808651
2023-01-07 05:00:00+00:00,58.1,40.4,899.0,71.9,89.4,22.0,0.42249995,83.93154,-1.9775,0.0,39.0,2.280351,2.7166157
2023-01-07 06:00:00+00:00,73.3,51.1,943.0,71.6,94.95,36.0,1.0725,85.250084,-1.1274999,0.0,44.4,2.2,4.031129
2023-01-07 07:00:00+00:00,76.6,53.2,914.0,68.75,94.65,51.0,0.82249993,88.07648,-0.9275,0.0,29.099998,2.915476,4.6010866
2023-01-07 08:00:00+00:00,76.8,53.4,853.0,65.2,92.55,67.0,0.5725,90.33601,-0.82750005,0.0,23.1,2.9614186,4.9162993
2023-01-07 09:00:00+00:00,76.6,53.3,860.0,70.7,96.85,75.0,0.72249997,89.03812,-0.8775,0.0,40.5,2.886174,5.0487623
2023-01-07 10:00:00+00:00,95.2,66.4,1018.0,91.9,112.4,59.0,-0.17750001,90.94452,-1.4775,0.0,34.5,1.9416487,4.7296934
2023-01-07 11:00:00+00:00,109.2,76.1,1252.0,122.05,134.25,32.0,-1.6274999,90.84029,-2.9275,0.0,68.4,2.1377556,4.4011364
2023-01-07 12:00:00+00:00,107.8,75.2,1532.0,152.25,159.35,1.0,-1.3774999,84.33936,-3.6775,0.0,86.7,2.996665,4.031129
2023-01-07 13:00:00+00:00,95.2,66.6,1505.0,145.7,154.25,0.0,-1.9275,84.590485,-4.1775002,0.0,91.8,3.104835,3.324154
2023-01-07 14:00:00+00:00,84.8,59.1,1465.0,136.4,146.95,0.0,-0.9275,80.69542,-3.8274999,0.0,92.7,2.1540658,2.147091
2023-01-07 15:00:00+00:00,78.9,55.1,1399.0,125.15,138.4,0.0,-1.4275,81.23139,-4.2275,0.0,87.9,1.8439089,1.9235384
2023-01-07 16:00:00+00:00,73.6,51.3,1343.0,120.25,135.0,1.0,-1.7275,78.77627,-4.9275,0.0,78.9,1.8439089,2.0615528
2023-01-07 17:00:00+00:00,67.3,46.9,1279.0,116.65,132.85,4.0,-1.0275,74.55145,-4.9775,0.0,78.9,1.7204651,1.7492856
2023-01-07 18:00:00+00:00,59.8,41.7,1181.0,110.35,129.1,8.0,2.2225,55.283325,-5.8275,0.0,91.5,1.2529964,1.5
2023-01-07 19:00:00+00:00,52.7,36.7,1086.0,102.15,124.4,13.0,1.8225,57.1002,-5.7775,0.0,100.0,2.5179358,2.7166157
2023-01-07 20:00:00+00:00,48.1,33.5,980.0,92.45,118.85,20.0,-0.47750002,68.95712,-5.4775,0.0,100.0,2.158703,4.2544093
2023-01-07 21:00:00+00:00,46.1,32.0,864.0,81.8,111.95,28.0,-2.0775,75.21375,-5.8775,0.0,100.0,2.1633308,2.9698482
2023-01-07 22:00:00+00:00,44.2,30.9,802.0,76.6,106.55,33.0,-2.1775,75.77093,-5.8775,0.0,100.0,1.104536,2.4839485
2023-01-07 23:00:00+00:00,42.7,29.7,758.0,73.05,101.25,38.0,-1.9775,73.81255,-6.0275,0.0,100.0,1.9416488,4.2544093
2023-01-08 00:00:00+00:00,41.3,28.8,824.0,67.7,113.5,43.0,-1.4275,75.61564,-5.1775,0.0,100.0,3.1622777,4.0447497
2023-01-08 01:00:00+00:00,40.7,28.4,1016.0,76.95,119.6,33.0,-0.4275,67.41382,-5.7275,0.0,59.999996,2.5942245,4.4944406
2023-01-08 02:00:00+00:00,50.1,34.8,1288.0,90.05,128.2,20.0,1.5725,55.317535,-6.4275,0.0,30.899998,2.3086793,4.031129
2023-01-08 03:00:00+00:00,61.2,42.7,1565.0,104.25,136.2,10.0,7.0725,40.77173,-5.3775,0.0,4.5,1.5524175,2.3259406
2023-01-08 04:00:00+00:00,71.5,49.8,1621.0,108.9,136.0,16.0,7.8725004,36.048656,-6.2775,0.0,13.800001,0.41231057,0.3
2023-01-08 05:00:00+00:00,82.0,57.3,1603.0,110.75,132.8,29.0,3.3725,61.745277,-3.2775,0.0,8.4,2.1931713,2.6907248
2023-01-08 06:00:00+00:00,95.0,66.4,1546.0,110.3,129.05,49.0,4.5725,60.0083,-2.5275,0.0,15.3,1.5264337,2.9832866
2023-01-08 07:00:00+00:00,106.6,74.5,1484.0,106.25,127.55,69.0,3.3225,66.73644,-2.2775,0.0,0.9,1.6643317,3.7443287
2023-01-08 08:00:00+00:00,104.1,72.6,1399.0,99.9,126.5,92.0,3.0725,70.99727,-1.6775,0.0,15.6,2.0248458,2.1260293
