date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,us_aqi_pm2_5,us_aqi_pm10,us_aqi_nitrogen_dioxide,us_aqi_carbon_monoxide,us_aqi_ozone,us_aqi_sulphur_dioxide
2023-01-01 00:00:00+00:00,34.9,24.4,816.0,88.85,134.6,0.0,104.52082,104.52082,48.659096,43.75985,3.3639293,0.9662955,70.46756
2023-01-01 01:00:00+00:00,29.7,20.8,936.0,86.7,138.05,0.0,102.677086,102.677086,47.696976,42.700943,3.2290664,0.9662955,72.11355
2023-01-01 02:00:00+00:00,32.6,22.8,1105.0,83.65,142.9,0.0,100.458336,100.458336,46.53788,41.19878,3.0438807,0.9662955,74.42748
2023-01-01 03:00:00+00:00,41.2,28.8,1244.0,79.9,144.8,1.0,98.40427,98.40427,45.3106,39.351852,2.8627212,0.9662955,75.33397
2023-01-01 04:00:00+00:00,52.0,36.4,1199.0,78.55,138.4,6.0,96.20567,96.20567,43.969696,38.686962,2.8027377,0.94696975,72.28054
2023-01-01 05:00:00+00:00,75.4,52.7,1080.0,77.65,128.0,12.0,93.90072,93.90072,42.560608,38.243694,2.8482285,0.9856216,67.31871
2023-01-01 06:00:00+00:00,46.1,32.2,935.0,74.65,118.05,23.0,93.73228,93.73228,42.454548,36.766155,2.9907405,1.0435992,62.571568
2023-01-01 07:00:00+00:00,40.3,28.2,863.0,66.85,116.45,36.0,92.491135,92.491135,41.685608,32.924545,3.1352658,1.2175324,61.808212
2023-01-01 08:00:00+00:00,42.6,29.7,803.0,56.75,117.95,51.0,91.26773,91.26773,40.928036,27.95016,3.2922704,1.5074211,62.523853
2023-01-01 09:00:00+00:00,45.4,31.8,825.0,54.15,126.45,60.0,90.47873,90.47873,40.439396,26.66962,3.2870371,2.4930427,66.5792
2023-01-01 10:00:00+00:00,54.2,38.0,981.0,70.25,141.65,47.0,90.08865,90.08865,40.19318,34.599094,3.242351,3.6525972,73.83111
2023-01-01 11:00:00+00:00,72.2,50.4,1217.0,95.75,162.1,24.0,90.31029,90.31029,40.314392,47.158195,3.192432,4.560915,83.5878
2023-01-01 12:00:00+00:00,82.2,57.5,1470.0,134.4,177.0,1.0,91.53369,91.53369,41.060608,69.01018,3.181562,5.005411,90.69657
2023-01-01 13:00:00+00:00,78.9,55.3,1544.0,130.7,177.05,1.0,93.38653,93.38653,42.1856,66.87095,3.2906604,4.9087815,90.72043
2023-01-01 14:00:00+00:00,79.2,55.3,1648.0,125.35,177.1,0.0,95.57624,95.57624,43.50758,63.777752,3.4774556,4.6961966,90.744286
2023-01-01 15:00:00+00:00,81.5,56.9,1731.0,118.9,176.05,0.0,98.07623,98.07623,45.034092,60.04857,3.764493,4.2517004,90.243324
2023-01-01 16:00:00+00:00,80.3,56.2,1716.0,115.7,174.6,0.0,100.77083,100.77083,46.60606,58.19843,4.113929,3.5559676,89.55153
2023-01-01 17:00:00+00:00,75.4,52.7,1659.0,113.2,172.45,0.0,103.25,103.25,47.87879,56.753002,4.4814816,2.570346,88.52576
2023-01-01 18:00:00+00:00,68.2,47.7,1522.0,110.1,166.2,0.0,104.80209,104.80209,48.674248,54.96068,4.8172307,1.4107915,85.54389
2023-01-01 19:00:00+00:00,58.6,41.0,1353.0,108.25,157.1,0.0,105.13543,105.13543,48.84091,53.891075,5.035024,0.5024737,81.2023
2023-01-01 20:00:00+00:00,49.8,34.8,1138.0,106.7,145.3,0.0,104.47917,104.47917,48.492428,52.99491,5.089775,0.038651824,75.572525
2023-01-01 21:00:00+00:00,43.3,30.3,888.0,102.85,130.05,1.0,104.645836,104.645836,48.57576,50.768967,4.956119,0.019325912,68.29676
2023-01-01 22:00:00+00:00,38.3,26.8,748.0,96.55,119.2,6.0,105.854164,105.854164,49.19697,47.552208,4.692029,0.019325912,63.120235
2023-01-01 23:00:00+00:00,34.6,24.2,635.0,88.55,108.55,12.0,107.29167,107.29167,49.943184,43.6121,4.32971,0.13528138,58.039127
2023-01-02 00:00:00+00:00,43.2,30.2,734.0,69.6,143.4,31.0,108.635414,108.635414,50.352085,34.278957,3.8884864,0.36719233,74.66604
2023-01-02 01:00:00+00:00,41.1,28.8,909.0,74.8,148.2,24.0,109.23959,109.23959,50.525005,36.840034,3.4931562,0.9662955,76.95611
2023-01-02 02:00:00+00:00,42.7,29.9,1158.0,82.35,155.15,15.0,110.07292,110.07292,50.762505,40.55851,3.1912236,1.4301175,80.27195
2023-01-02 03:00:00+00:00,46.9,32.8,1457.0,93.45,164.85,9.0,110.8125,110.8125,50.972916,46.025414,3.044686,1.7200062,84.89982
2023-01-02 04:00:00+00:00,54.0,37.8,1625.0,102.65,173.75,16.0,111.22916,111.22916,51.09167,50.65333,3.086554,1.8939395,89.145996
2023-01-02 05:00:00+00:00,76.4,53.6,1767.0,112.6,183.35,28.0,111.375,111.375,51.133335,56.406105,3.2826085,2.203154,93.72614
2023-01-02 06:00:00+00:00,95.5,66.8,1833.0,123.15,187.45,41.0,111.46874,111.46874,51.154167,62.505783,3.636474,2.7249537,95.68226
2023-01-02 07:00:00+00:00,104.5,73.1,1691.0,125.85,174.45,45.0,115.07291,115.07291,52.18333,64.06684,4.073269,3.4013608,89.47996
2023-01-02 08:00:00+00:00,97.1,68.0,1443.0,126.05,153.4,47.0,119.75,119.75,53.52083,64.18247,4.49839,4.0391154,79.43703
2023-01-02 09:00:00+00:00,99.0,69.4,1270.0,130.6,140.5,43.0,123.73958,123.73958,54.656242,66.81313,4.783817,4.34833,73.28245
2023-01-02 10:00:00+00:00,117.6,82.4,1417.0,143.15,157.1,32.0,127.65624,127.65624,55.77291,74.069145,4.929147,4.7155223,81.2023
2023-01-02 11:00:00+00:00,126.2,88.5,1700.0,159.95,186.8,16.0,132.28125,132.28125,57.093746,83.78237,5.033414,5.0440626,95.37214
2023-01-02 12:00:00+00:00,139.7,98.0,2317.0,189.6,227.9,6.0,136.25,136.25,58.218746,100.163666,5.13124,5.1793447,105.4476
2023-01-02 13:00:00+00:00,130.9,91.7,2397.0,182.55,231.3,4.0,140.46875,140.46875,59.416664,96.84899,5.4098234,4.9860854,106.037476
2023-01-02 14:00:00+00:00,127.6,89.2,2508.0,172.4,236.05,2.0,144.2604,144.2604,60.499996,90.98057,5.663447,4.522263,106.86156
2023-01-02 15:00:00+00:00,128.5,89.9,2579.0,158.6,238.6,0.0,147.79164,147.79164,61.508335,83.001854,5.9351854,3.7685528,107.303955
2023-01-02 16:00:00+00:00,122.5,85.7,2533.0,149.4,236.3,0.0,150.25877,150.25877,62.4875,77.6827,6.292674,2.8988867,106.90492
2023-01-02 17:00:00+00:00,113.9,79.6,2429.0,140.3,231.3,0.0,150.9057,150.9057,63.366665,72.42137,6.731481,1.9905689,106.037476
2023-01-02 18:00:00+00:00,101.7,71.2,2199.0,129.05,217.85,0.0,151.4956,151.4956,64.168755,65.91698,7.1980686,1.1595547,103.704025
2023-01-02 19:00:00+00:00,87.1,60.8,1916.0,122.35,198.7,1.0,152.01097,152.01097,64.86666,62.04325,7.512882,0.54112554,100.38168
2023-01-02 20:00:00+00:00,73.6,51.6,1563.0,116.5,174.15,1.0,152.44518,152.44518,65.46041,58.66096,7.5998387,0.25123686,89.33684
2023-01-02 21:00:00+00:00,61.7,43.2,1166.0,106.6,146.45,6.0,152.81358,152.81358,65.956245,52.93709,7.296297,0.1546073,76.12118
2023-01-02 22:00:00+00:00,54.1,37.8,973.0,93.95,133.55,16.0,153.09648,153.09648,66.339584,46.27167,6.8007255,0.19325912,69.966606
2023-01-02 23:00:00+00:00,50.6,35.4,836.0,78.95,124.7,29.0,153.33772,153.33772,66.66875,38.88396,6.1827703,0.4638219,65.74428
2023-01-03 00:00:00+00:00,50.6,35.4,888.0,62.6,161.6,40.0,153.58334,153.58334,67.00208,30.83136,5.481079,1.0242733,83.34924
2023-01-03 01:00:00+00:00,47.5,33.2,1020.0,69.15,161.45,32.0,153.69737,153.69737,67.15625,34.05733,4.8188405,1.7973098,83.27767
2023-01-03 02:00:00+00:00,51.2,35.7,1209.0,78.55,161.3,21.0,153.79385,153.79385,67.28958,38.686962,4.2516103,2.415739,83.20611
2023-01-03 03:00:00+00:00,58.6,41.0,1467.0,90.85,162.6,12.0,153.92105,153.92105,67.46667,44.744877,3.8530595,2.821583,83.82634
2023-01-03 04:00:00+00:00,69.2,48.4,1679.0,99.4,167.9,17.0,154.10088,154.10088,67.71041,48.95587,3.672303,3.034168,86.35496
2023-01-03 05:00:00+00:00,88.5,61.9,1901.0,107.8,175.05,27.0,154.33333,154.33333,68.02708,53.6309,3.7190015,3.3433828,89.76623
2023-01-03 06:00:00+00:00,104.3,73.1,2030.0,113.95,175.55,39.0,154.51535,154.51535,68.27916,57.186634,4.0148954,3.7492268,90.004776
2023-01-03 07:00:00+00:00,89.2,62.4,1860.0,110.45,159.55,44.0,154.65352,154.65352,68.462494,55.163044,4.440419,4.1937227,82.371185
2023-01-03 08:00:00+00:00,89.2,62.4,1549.0,102.6,135.45,48.0,154.41887,154.41887,68.143745,50.62442,4.852657,4.483612,70.87309
2023-01-03 09:00:00+00:00,83.1,58.1,1267.0,97.6,115.6,46.0,154.29605,154.29605,67.97916,48.069347,5.1187606,4.638219,61.40267
2023-01-03 10:00:00+00:00,72.6,50.8,1303.0,104.75,121.4,35.0,154.04823,154.04823,67.64792,51.867485,5.2181964,4.9087815,64.169846
2023-01-03 11:00:00+00:00,80.1,56.0,1456.0,116.95,137.65,18.0,153.35527,153.35527,66.71041,58.92114,5.2560387,5.1793447,71.92271
2023-01-03 12:00:00+00:00,120.6,84.3,2046.0,145.05,187.85,1.0,152.64255,152.64255,65.75,75.16767,5.2516108,5.2953,95.8731
2023-01-03 13:00:00+00:00,114.8,80.3,2187.0,142.5,197.5,0.0,152.3421,152.3421,65.35207,73.693344,5.399356,4.9860854,100.1735
2023-01-03 14:00:00+00:00,112.5,78.5,2387.0,138.75,211.2,0.0,152.09212,152.09212,65.016655,71.52521,5.514493,4.4642854,102.550316
2023-01-03 15:00:00+00:00,119.7,83.8,2558.0,132.0,224.5,0.0,151.85745,151.85745,64.70207,67.62258,5.6582127,3.710575,104.85774
2023-01-03 16:00:00+00:00,117.6,82.2,2549.0,125.1,227.65,2.0,151.7237,151.7237,64.518745,63.6332,5.939211,2.860235,105.404236
2023-01-03 17:00:00+00:00,110.6,77.3,2465.0,116.95,227.1,6.0,151.64694,151.64694,64.41666,58.92114,6.3417873,1.9712431,105.30882
2023-01-03 18:00:00+00:00,95.2,66.6,2261.0,106.1,218.0,12.0,151.5965,151.5965,64.34791,52.648006,6.824074,1.1982064,103.73005
2023-01-03 19:00:00+00:00,75.7,52.9,2013.0,98.15,201.6,19.0,151.4956,151.4956,64.2125,48.34023,7.209743,0.75371057,100.8848
2023-01-03 20:00:00+00:00,68.5,47.7,1697.0,90.2,178.95,28.0,151.32236,151.32236,63.974995,44.424744,7.4339776,0.7730365,91.626915
2023-01-03 21:00:00+00:00,68.0,47.5,1314.0,81.8,149.8,36.0,151.23685,151.23685,63.868748,40.28763,7.2934785,1.2948362,77.71947
2023-01-03 22:00:00+00:00,65.4,45.6,1081.0,78.3,130.3,37.0,151.33115,151.33115,64.0,38.56383,6.9420295,1.9905689,68.41604
2023-01-03 23:00:00+00:00,46.7,32.6,875.0,76.45,111.65,36.0,151.5022,151.5022,64.23541,37.652676,6.416264,2.705628,59.518135
2023-01-04 00:00:00+00:00,56.9,39.8,1224.0,78.8,147.2,38.0,151.44078,151.44078,64.15416,38.810085,5.7387276,3.4013608,76.47901
2023-01-04 01:00:00+00:00,45.4,31.7,1303.0,82.8,147.2,30.0,151.53728,151.53728,64.28541,40.780144,5.2053137,4.097093,76.47901
2023-01-04 02:00:00+00:00,41.2,28.8,1416.0,88.45,147.3,18.0,151.50438,151.50438,64.24166,43.562843,4.73752,4.560915,76.526726
2023-01-04 03:00:00+00:00,53.4,37.4,1568.0,93.6,151.0,8.0,151.35307,151.35307,64.03333,46.099293,4.397343,4.6768703,78.29199
2023-01-04 04:00:00+00:00,56.3,39.5,1690.0,94.0,160.55,8.0,151.27412,151.27412,63.92499,46.296295,4.2181964,4.4642854,82.84829
2023-01-04 05:00:00+00:00,66.6,46.6,1817.0,92.5,173.5,11.0,151.07895,151.07895,63.656246,45.557526,4.2153788,4.0777674,89.02672
2023-01-04 06:00:00+00:00,89.2,62.4,1882.0,87.7,182.5,21.0,150.74341,150.74341,63.199997,43.193455,4.4178743,3.5946195,93.32062
2023-01-04 07:00:00+00:00,71.5,49.9,1751.0,78.5,173.15,36.0,150.50877,150.50877,62.885414,38.66233,4.740338,3.2854052,88.85973
2023-01-04 08:00:00+00:00,76.1,53.3,1528.0,66.55,156.15,56.0,150.23465,150.23465,62.516666,32.776794,5.0929947,3.2854052,80.74905
2023-01-04 09:00:00+00:00,79.2,55.3,1376.0,61.45,145.75,71.0,150.03508,150.03508,62.243748,30.264973,5.2153788,3.6332715,75.78722
2023-01-04 10:00:00+00:00,88.0,61.5,1511.0,75.95,159.5,64.0,149.87502,149.87502,62.162495,37.40642,5.2447667,4.425634,82.347336
2023-01-04 11:00:00+00:00,101.5,71.0,1771.0,99.85,183.95,47.0,150.20834,150.20834,62.483334,49.1775,5.2830114,5.3146253,94.012405
2023-01-04 12:00:00+00:00,111.5,78.0,2084.0,138.6,220.65,16.0,150.5373,150.5373,62.929165,71.43848,5.3647346,6.068336,104.189804
2023-01-04 13:00:00+00:00,117.6,82.2,2156.0,132.9,221.05,17.0,150.39912,150.39912,62.739582,68.142914,5.52335,6.222944,104.25919
2023-01-04 14:00:00+00:00,107.3,75.0,2256.0,124.7,221.4,17.0,150.4408,150.4408,62.797916,63.401943,5.659823,6.3388996,104.319916
2023-01-04 15:00:00+00:00,99.0,69.2,2272.0,113.95,214.55,18.0,150.36403,150.36403,62.689583,57.186634,5.8103867,6.2615952,103.13151
2023-01-04 16:00:00+00:00,88.2,61.7,2116.0,107.4,199.45,17.0,150.04385,150.04385,62.25833,53.399628,6.0201287,5.9137287,100.5118
2023-01-04 17:00:00+00:00,73.6,51.5,1866.0,101.25,178.65,16.0,148.07289,148.07289,61.64583,49.867023,6.2568436,5.1600184,91.48378
2023-01-04 18:00:00+00:00,59.3,41.4,1512.0,93.3,151.15,16.0,145.38539,145.38539,60.875,45.951538,6.4541063,4.097093,78.36355
2023-01-04 19:00:00+00:00,46.1,32.2,1253.0,87.3,132.95,18.0,142.76039,142.76039,60.12708,42.996456,6.454509,3.1694498,69.68034
2023-01-04 20:00:00+00:00,37.3,26.1,982.0,81.45,115.35,21.0,140.60416,140.60416,59.510414,40.115246,6.245975,2.608998,61.283398
2023-01-04 21:00:00+00:00,31.8,22.2,691.0,74.2,96.45,25.0,138.35416,138.35416,58.860416,36.54452,5.802335,2.705628,52.266224
2023-01-04 22:00:00+00:00,27.4,19.2,552.0,68.2,87.15,29.0,135.71873,135.71873,58.10625,33.58944,5.21256,2.860235,47.519085
2023-01-04 23:00:00+00:00,24.3,17.0,462.0,62.25,81.1,33.0,132.96872,132.96872,57.314587,30.658985,4.5265703,3.092146,44.220284
2023-01-05 00:00:00+00:00,32.8,23.0,583.0,56.25,96.3,35.0,131.34372,131.34372,56.84792,27.703901,3.797907,3.3820345,52.19466
2023-01-05 01:00:00+00:00,32.4,22.6,738.0,63.3,102.3,26.0,129.59373,129.59373,56.345837,31.176123,3.1807568,3.7299016,55.05725
2023-01-05 02:00:00+00:00,38.1,26.6,959.0,73.3,110.75,14.0,128.64583,128.64583,56.07501,36.101265,2.7266507,3.9231598,59.08874
2023-01-05 03:00:00+00:00,46.1,32.2,1188.0,83.05,119.8,6.0,128.41666,128.41666,56.010418,40.90327,2.5040257,3.8845084,63.40649
2023-01-05 04:00:00+00:00,54.8,38.3,1227.0,83.45,121.05,13.0,127.87499,127.87499,55.858334,41.100277,2.4778583,3.6525972,64.00287
2023-01-05 05:00:00+00:00,65.4,45.8,1205.0,80.6,119.9,26.0,127.75,127.75,55.827087,39.696613,2.5764894,3.4979901,63.454205
2023-01-05 06:00:00+00:00,77.3,54.1,1209.0,78.45,122.45,49.0,127.66668,127.66668,55.80209,38.637707,2.783414,3.5173159,64.6708
2023-01-05 07:00:00+00:00,89.4,62.6,1283.0,79.7,130.55,73.0,126.802086,126.802086,55.554176,39.25335,3.0479066,3.903834,68.53531
2023-01-05 08:00:00+00:00,99.7,69.6,1387.0,82.3,141.9,101.0,128.125,128.125,55.927094,40.533886,3.3784223,4.6768703,73.95038
2023-01-05 09:00:00+00:00,122.5,85.7,1555.0,90.5,159.45,120.0,129.8229,129.8229,56.418755,44.5725,3.7020936,5.952381,82.32347
2023-01-05 10:00:00+00:00,135.0,94.5,1722.0,103.8,176.05,108.0,132.98958,132.98958,57.32083,51.31823,4.0309987,7.7690167,90.243324
2023-01-05 11:00:00+00:00,143.9,100.8,1915.0,121.1,194.75,81.0,136.42708,136.42708,58.3,61.320538,4.3381643,9.585651,99.16508
2023-01-05 12:00:00+00:00,98.5,68.9,1504.0,143.15,145.75,7.0,139.53125,139.53125,59.183334,74.069145,4.6308374,11.035096,75.78722
2023-01-05 13:00:00+00:00,89.4,62.6,1513.0,136.05,145.0,5.0,138.58334,138.58334,58.9125,69.96415,4.742351,10.91914,75.42939
2023-01-05 14:00:00+00:00,82.7,57.7,1525.0,126.0,143.9,3.0,136.54167,136.54167,58.324997,64.153564,4.8663445,10.513296,74.90458
2023-01-05 15:00:00+00:00,78.2,54.7,1513.0,115.0,141.7,0.0,134.73956,134.73956,57.8125,57.793705,4.993559,9.624305,73.85496
2023-01-05 16:00:00+00:00,72.4,50.6,1470.0,111.85,139.35,0.0,133.22914,133.22914,57.37916,55.972473,5.086152,8.213513,72.73378
2023-01-05 17:00:00+00:00,66.4,46.3,1405.0,110.9,136.55,0.0,132.0729,132.0729,57.050003,55.423218,5.119565,6.2615952,71.3979
2023-01-05 18:00:00+00:00,61.7,43.2,1301.0,109.1,132.45,1.0,131.53127,131.53127,56.9,54.382515,5.059179,3.9424863,69.441795
2023-01-05 19:00:00+00:00,58.1,40.6,1206.0,106.05,129.1,4.0,131.71875,131.71875,56.950005,52.619106,4.889694,1.8746134,67.84352
2023-01-05 20:00:00+00:00,53.3,37.3,1098.0,102.35,125.55,8.0,132.59375,132.59375,57.200005,50.47988,4.604267,0.38651824,66.14981
2023-01-05 21:00:00+00:00,48.9,34.1,965.0,95.85,121.35,15.0,133.76042,133.76042,57.533337,47.207447,4.440821,0.40584415,64.145996
2023-01-05 22:00:00+00:00,45.2,31.7,853.0,87.65,117.65,22.0,135.0,135.0,57.88958,43.168835,4.2202096,0.5991032,62.38073
2023-01-05 23:00:00+00:00,40.9,28.6,742.0,77.8,114.05,30.0,136.30206,136.30206,58.260418,38.317574,3.949678,0.9662955,60.66317
2023-01-06 00:00:00+00:00,35.6,24.9,649.0,61.9,125.4,32.0,137.5104,137.5104,58.60625,30.486605,3.6392913,1.546073,66.07825
2023-01-06 01:00:00+00:00,36.3,25.4,842.0,68.75,133.95,26.0,137.70833,137.70833,58.664585,33.86032,3.308776,2.1645021,70.15745
2023-01-06 02:00:00+00:00,43.2,30.2,1120.0,78.6,146.15,18.0,138.0,138.0,58.74583,38.711582,3.0821254,2.6669757,75.97805
2023-01-06 03:00:00+00:00,56.1,39.2,1498.0,93.5,162.45,11.0,138.37498,138.37498,58.85208,46.050037,3.0092592,2.9955163,83.75477
2023-01-06 04:00:00+00:00,74.7,52.3,1759.0,104.9,171.95,13.0,139.10416,139.10416,59.060413,51.95421,3.1268115,3.1307976,88.287224
2023-01-06 05:00:00+00:00,96.6,67.5,2020.0,117.2,180.85,19.0,140.56248,140.56248,59.475,59.065674,3.3929148,3.2274275,92.53341
2023-01-06 06:00:00+00:00,120.6,84.5,2317.0,135.45,195.1,28.0,142.8229,142.8229,60.125,69.617256,3.8176332,3.3047311,99.33206
2023-01-06 07:00:00+00:00,148.1,103.4,2463.0,151.35,209.55,37.0,145.98958,145.98958,61.02708,78.810135,4.407005,3.4206862,102.26406
2023-01-06 08:00:00+00:00,179.7,125.7,2567.0,168.7,226.0,47.0,150.05043,150.05043,62.249992,88.84134,5.099839,3.5559676,105.11797
2023-01-06 09:00:00+00:00,190.0,132.7,2728.0,190.8,247.5,51.0,151.2807,151.2807,63.916664,100.286415,5.8719807,3.8458564,108.84802
2023-01-06 10:00:00+00:00,208.6,146.2,2938.0,208.2,265.25,40.0,152.3114,152.3114,65.322914,102.06629,6.6312404,4.3290043,111.92748
2023-01-06 11:00:00+00:00,219.8,153.7,3180.0,225.5,283.4,20.0,153.44518,153.44518,66.85625,103.83593,7.3631244,4.7541747,115.07634
2023-01-06 12:00:00+00:00,210.0,147.1,3369.0,237.1,290.65,1.0,154.60526,154.60526,68.43749,105.0225,8.040258,4.9281077,116.33414
2023-01-06 13:00:00+00:00,185.3,129.9,3299.0,223.85,278.65,1.0,156.32018,156.32018,70.760414,103.66714,8.688406,4.6961966,114.25226
2023-01-06 14:00:00+00:00,174.6,122.5,3194.0,204.75,261.25,0.0,157.79605,157.79605,72.75833,101.71339,9.203301,4.34833,111.23352
2023-01-06 15:00:00+00:00,155.1,108.5,2937.0,177.8,232.55,0.0,159.2171,159.2171,74.67291,94.102684,9.55636,3.8072045,106.25434
2023-01-06 16:00:00+00:00,125.3,87.5,2596.0,157.9,205.4,0.0,160.39693,160.39693,76.275,82.59712,9.747182,3.092146,101.54407
2023-01-06 17:00:00+00:00,100.4,70.1,2164.0,137.25,174.15,0.0,161.20613,161.20613,77.37709,70.65796,9.758857,2.183828,89.33684
2023-01-06 18:00:00+00:00,80.1,55.8,1619.0,113.35,137.05,0.0,161.72807,161.72807,78.08542,56.83973,9.531804,1.1982064,71.63645
2023-01-06 19:00:00+00:00,61.7,42.8,1280.0,99.95,116.35,1.0,162.0044,162.0044,78.46875,49.22675,9.000805,0.4251701,61.760498
2023-01-06 20:00:00+00:00,47.6,32.8,968.0,89.2,99.25,1.0,162.05263,162.05263,78.54375,43.932228,8.23591,0.057977736,53.6021
2023-01-06 21:00:00+00:00,37.8,26.0,638.0,78.3,81.65,3.0,161.95395,161.95395,78.42501,38.56383,7.269324,0.057977736,44.520176
2023-01-06 22:00:00+00:00,30.9,21.2,464.0,72.5,72.2,5.0,161.77632,161.77632,78.193756,35.70725,6.198068,0.09662956,39.367504
2023-01-06 23:00:00+00:00,27.0,18.5,347.0,68.9,66.05,7.0,161.54605,161.54605,77.89584,33.9342,5.099034,0.19325912,36.014183
2023-01-07 00:00:00+00:00,29.5,20.3,406.0,77.5,74.4,1.0,161.32455,161.32455,77.60625,38.16982,4.0563607,0.3285405,40.567066
2023-01-07 01:00:00+00:00,25.3,17.4,493.0,76.35,75.35,1.0,161.22368,161.22368,77.47917,37.603428,3.1747181,0.34786642,41.08506
2023-01-07 02:00:00+00:00,29.5,20.3,617.0,74.7,76.75,2.0,161.04825,161.04825,77.25,36.790775,2.502013,0.36719233,41.84842
2023-01-07 03:00:00+00:00,37.7,26.1,765.0,72.85,79.9,6.0,160.83115,160.83115,76.964584,35.87963,2.0986314,0.40584415,43.56598
2023-01-07 04:00:00+00:00,46.4,32.2,840.0,72.2,84.15,13.0,160.54387,160.54387,76.58125,35.559498,1.8913044,0.5024737,45.883324
2023-01-07 05:00:00+00:00,58.1,40.4,899.0,71.9,89.4,22.0,160.10307,160.10307,75.99167,35.411743,1.8397745,0.73438466,48.74591
2023-01-07 06:00:00+00:00,73.3,51.1,943.0,71.6,94.95,36.0,159.50877,159.50877,75.18959,35.26399,1.944847,1.101577,51.55057
2023-01-07 07:00:00+00:00,76.6,53.2,914.0,68.75,94.65,51.0,158.77632,158.77632,74.20416,33.86032,2.137681,1.7006804,51.407444
2023-01-07 08:00:00+00:00,76.8,53.4,853.0,65.2,92.55,67.0,157.67545,157.67545,72.714584,32.111897,2.365942,2.5510204,50.405537
2023-01-07 09:00:00+00:00,76.6,53.3,860.0,70.7,96.85,75.0,156.08992,156.08992,70.57085,34.820724,2.5458937,3.8265307,52.457058
2023-01-07 10:00:00+00:00,95.2,66.4,1018.0,91.9,112.4,59.0,154.34868,154.34868,68.208336,45.262016,2.6936393,5.256648,59.875954
2023-01-07 11:00:00+00:00,109.2,76.1,1252.0,122.05,134.25,32.0,152.59868,152.59868,65.84583,61.869793,2.8550723,6.358225,70.300575
2023-01-07 12:00:00+00:00,107.8,75.2,1532.0,152.25,159.35,1.0,150.89693,150.89693,63.541668,79.33048,3.051127,6.8606987,82.275764
2023-01-07 13:00:00+00:00,95.2,66.6,1505.0,145.7,154.25,0.0,146.77083,146.77083,61.412502,75.54347,3.3297102,6.6287875,79.84256
2023-01-07 14:00:00+00:00,84.8,59.1,1465.0,136.4,146.95,0.0,140.17708,140.17708,59.535416,70.16652,3.5736713,6.2036176,76.35973
2023-01-07 15:00:00+00:00,78.9,55.1,1399.0,125.15,138.4,0.0,133.5729,133.5729,57.664585,63.662125,3.7838166,5.507885,72.28054
2023-01-07 16:00:00+00:00,73.6,51.3,1343.0,120.25,135.0,1.0,128.01042,128.01042,56.07708,60.82909,3.9790664,4.522263,70.6584
2023-01-07 17:00:00+00:00,67.3,46.9,1279.0,116.65,132.85,4.0,124.239586,124.239586,54.999996,58.747692,4.1763287,3.2467532,69.63264
2023-01-07 18:00:00+00:00,59.8,41.7,1181.0,110.35,129.1,8.0,121.82291,121.82291,54.310417,55.10523,4.3450084,1.8746134,67.84352
2023-01-07 19:00:00+00:00,52.7,36.7,1086.0,102.15,124.4,13.0,120.35415,120.35415,53.887505,50.364243,4.4106283,0.8889919,65.60114
2023-01-07 20:00:00+00:00,48.1,33.5,980.0,92.45,118.85,20.0,119.71874,119.71874,53.7,45.532898,4.3438,0.5217996,62.953247
2023-01-07 21:00:00+00:00,46.1,32.0,864.0,81.8,111.95,28.0,119.79167,119.79167,53.71042,40.28763,4.1215787,0.8889919,59.66126
2023-01-07 22:00:00+00:00,44.2,30.9,802.0,76.6,106.55,33.0,120.416664,120.416664,53.88333,37.726555,3.8635268,1.4301175,57.08493
2023-01-07 23:00:00+00:00,42.7,29.7,758.0,73.05,101.25,38.0,121.427086,121.427086,54.160416,35.978134,3.5966184,2.0678728,54.556297
2023-01-08 00:00:00+00:00,41.3,28.8,824.0,67.7,113.5,43.0,122.593735,122.593735,54.487495,33.34318,3.3385668,2.802257,60.400764
2023-01-08 01:00:00+00:00,40.7,28.4,1016.0,76.95,119.6,33.0,123.479164,123.479164,54.733337,37.898937,3.1296299,3.6139455,63.31107
2023-01-08 02:00:00+00:00,50.1,34.8,1288.0,90.05,128.2,20.0,124.625,124.625,55.054165,44.35087,3.0237522,4.174397,67.41412
2023-01-08 03:00:00+00:00,61.2,42.7,1565.0,104.25,136.2,10.0,126.13542,126.13542,55.483334,51.578403,3.066828,4.406308,71.23092
2023-01-08 04:00:00+00:00,71.5,49.8,1621.0,108.9,136.0,16.0,127.86458,127.86458,55.972908,54.266884,3.2596617,4.34833,71.1355
2023-01-08 05:00:00+00:00,82.0,57.3,1603.0,110.75,132.8,29.0,129.69792,129.69792,56.495834,55.3365,3.5177133,4.2710266,69.60878
2023-01-08 06:00:00+00:00,95.0,66.4,1546.0,110.3,129.05,49.0,131.45836,131.45836,56.993748,55.07632,3.8152173,4.2903523,67.819664
2023-01-08 07:00:00+00:00,106.6,74.5,1484.0,106.25,127.55,69.0,133.0521,133.0521,57.445824,52.734737,4.114734,4.5995674,67.10401
2023-01-08 08:00:00+00:00,104.1,72.6,1399.0,99.9,126.5,92.0,135.27086,135.27086,58.070827,49.20213,4.407005,5.1986704,66.60305
2023-01-08 09:00:00+00:00,105.2,73.6,1348.0,97.0,129.25,107.0,137.27084,137.27084,58.639572,47.773838,4.6384864,6.14564,67.91508
